CustomerID,FirstName,LastName,total_balance,total_transactions,total_amount,avg_txn_amount
128,Christopher,Russell,92741.0,7,36144.67,5163.524285714286
129,Joshua,Atkins,0.0,0,0.0,0.0
130,Jonathan,Kramer,42632.0,3,19734.38,6578.126666666667
131,Jesse,Ferguson,0.0,0,0.0,0.0
132,Ryan,Fisher,59234.0,4,23932.67,5983.1675
133,Jeremiah,Pham,100976.0,12,59459.590000000004,4954.965833333334
134,John,Chandler,177694.0,11,58273.520000000004,5297.592727272728
135,Sara,Henderson,136804.0,10,54357.39,5435.739
136,Kristin,Hansen,83661.0,4,18172.43,4543.1075
137,Joseph,Mathews,92957.0,5,22887.41,4577.482
138,Samuel,Howard,0.0,0,0.0,0.0
139,Dan,Rojas,52923.0,7,36350.13,5192.875714285714
140,Elizabeth,Callahan,135442.0,6,21881.51,3646.918333333333
141,Elizabeth,Stark,0.0,0,0.0,0.0
142,Sherri,Peterson,40643.0,8,36104.08,4513.01
143,Ryan,Montes,0.0,0,0.0,0.0
144,Katrina,Walls,0.0,0,0.0,0.0
145,April,Taylor,4265.0,2,8499.9,4249.95
146,Blake,Hogan,79743.0,0,0.0,0.0
147,Andrea,Lynch,53802.0,7,32063.14,4580.448571428571
148,James,Avery,0.0,0,0.0,0.0
149,Brandy,Gomez,34244.0,7,38348.43,5478.347142857143
150,Caitlin,Todd,95930.0,5,29626.75,5925.35
151,Joseph,Nicholson,37292.0,3,8212.6,2737.5333333333333
152,Austin,Russell,0.0,0,0.0,0.0
153,Joseph,Smith,0.0,0,0.0,0.0
154,Tiffany,Estrada,32681.0,3,13324.25,4441.416666666667
155,Laura,Perkins,0.0,0,0.0,0.0
156,Lauren,Vega,46304.0,6,24333.6,4055.6
157,Martha,Bruce,0.0,0,0.0,0.0
158,Eric,Kane,0.0,0,0.0,0.0
159,Heather,Garcia,0.0,0,0.0,0.0
160,Jennifer,Martinez,0.0,0,0.0,0.0
161,Kevin,Diaz,0.0,0,0.0,0.0
162,Timothy,Gray,0.0,0,0.0,0.0
163,Larry,White,0.0,0,0.0,0.0
164,James,Brown,0.0,0,0.0,0.0
165,Tina,West,16708.0,2,13639.4,6819.7
166,Heather,Bennett,0.0,0,0.0,0.0
167,Christine,Woods,95358.0,5,34434.64,6886.928
168,Ashley,Chavez,7904.0,9,46877.82,5208.6466666666665
169,Nicholas,Becker,81898.0,2,8876.73,4438.365
170,Victoria,Miller,24511.0,5,19863.260000000002,3972.6520000000005
171,Jill,Terrell,54549.0,15,69747.88,4649.858666666667
172,Sonya,Ramirez,0.0,0,0.0,0.0
173,Philip,Solis,118373.0,8,35284.01,4410.50125
174,Andrew,Schmidt,0.0,0,0.0,0.0
175,David,Higgins,0.0,0,0.0,0.0
176,Richard,Blackwell,64487.0,1,2756.36,2756.36
177,Christopher,Summers,129412.0,7,29211.309999999998,4173.044285714285
178,John,Hendrix,94258.0,4,20521.72,5130.43
179,Jennifer,Brooks,47692.0,6,31634.93,5272.488333333334
180,Michelle,Shaw,0.0,0,0.0,0.0
181,Nicole,Jacobs,131563.0,4,16588.75,4147.1875
182,Christopher,Shaw,0.0,0,0.0,0.0
183,Nicole,Baker,237121.0,11,56886.77,5171.524545454545
184,Chloe,Garner,105470.0,10,40085.74,4008.5739999999996
185,Daniel,Clark,0.0,0,0.0,0.0
186,Christian,Moore,0.0,0,0.0,0.0
187,Ernest,Avila,0.0,0,0.0,0.0
188,Jason,Knox,45173.0,3,15089.039999999999,5029.679999999999
189,Michelle,Pearson,50058.0,4,13656.66,3414.165
190,William,Ashley,67606.0,2,6854.5,3427.25
191,Angela,Brown,89622.0,14,68982.63,4927.330714285715
192,Edward,Allen,0.0,0,0.0,0.0
193,Robin,Shepherd,0.0,0,0.0,0.0
194,Kathryn,Mercer,97277.0,1,5965.44,5965.44
195,Janice,Johnson,32354.0,5,19917.86,3983.572
196,Richard,Baker,0.0,0,0.0,0.0
197,Collin,Prince,0.0,0,0.0,0.0
198,Danny,Anderson,46594.0,5,32399.07,6479.814
199,David,Cunningham,67448.0,4,17563.68,4390.92
200,William,Gentry,0.0,0,0.0,0.0
201,Steven,Sullivan,0.0,0,0.0,0.0
202,Joseph,Powell,0.0,0,0.0,0.0
203,Francisco,Huff,64722.0,3,13787.380000000001,4595.793333333334
204,Lauren,Flynn,0.0,0,0.0,0.0
205,Karina,Barker,50988.0,8,47907.68,5988.46
206,Kara,Mueller,39314.0,11,53565.35,4869.577272727272
207,Morgan,Sims,48545.0,5,19579.33,3915.8660000000004
208,Greg,Jacobson,0.0,0,0.0,0.0
209,Elizabeth,Webb,118689.0,11,48780.06,4434.550909090909
210,John,Sanchez,0.0,0,0.0,0.0
211,Mercedes,Knapp,0.0,0,0.0,0.0
212,Kelsey,Gray,0.0,0,0.0,0.0
213,William,Murphy,96082.0,11,53241.61,4840.146363636363
214,Wendy,Warren,27070.0,0,0.0,0.0
215,Robert,Moore,28614.0,3,23511.68,7837.2266666666665
216,Amanda,Delgado,105265.0,5,32329.079999999998,6465.816
217,Jason,Ray,84563.0,5,23611.71,4722.342
218,Rebecca,Griffin,0.0,0,0.0,0.0
219,Samuel,Mendez,182682.0,8,38090.49,4761.31125
220,Ryan,Green,95449.0,2,14626.48,7313.24
221,Michael,Huynh,112704.0,5,18650.06,3730.012
222,Adam,Stephens,0.0,0,0.0,0.0
223,Sarah,Thomas,0.0,0,0.0,0.0
224,Shelby,Reid,60931.0,6,30677.870000000003,5112.9783333333335
225,John,Payne,0.0,0,0.0,0.0
226,Scott,Walls,181645.0,18,86238.69,4791.038333333334
227,Shawn,Ward,0.0,0,0.0,0.0
228,Michael,Davidson,0.0,0,0.0,0.0
229,Megan,Norman,0.0,0,0.0,0.0
230,Sally,York,8776.0,4,28342.55,7085.6375
231,Leah,Reed,37951.0,11,65545.29,5958.662727272726
232,Laura,Brewer,0.0,0,0.0,0.0
233,Lisa,Williams,0.0,0,0.0,0.0
234,Scott,Castro,56020.0,15,66692.22,4446.148
235,Jason,Williams,0.0,0,0.0,0.0
236,Patrick,Rodgers,70899.0,4,18931.760000000002,4732.9400000000005
237,Rhonda,Taylor,14331.0,3,3113.57,1037.8566666666668
238,Colin,Snyder,5827.0,6,28827.98,4804.663333333333
239,Randy,Payne,22923.0,3,12542.61,4180.87
240,Dale,Hill,0.0,0,0.0,0.0
241,Vincent,Thompson,0.0,0,0.0,0.0
242,Kenneth,Buck,76281.0,4,24380.91,6095.2275
243,Benjamin,Watson,54404.0,6,29483.28,4913.88
244,Melissa,Chen,0.0,0,0.0,0.0
245,Patrick,Cook,91358.0,5,26707.94,5341.588
246,Steven,Anderson,51370.0,7,42644.11,6092.015714285714
247,Christopher,Fernandez,0.0,0,0.0,0.0
248,Heather,Butler,79016.0,1,4524.97,4524.97
249,Alex,Martinez,0.0,0,0.0,0.0
250,James,Nunez,0.0,0,0.0,0.0
251,Elizabeth,Stanley,192208.0,25,114173.3,4566.932
252,Jenny,Morgan,77826.0,5,32367.08,6473.416
253,Jordan,Castro,113700.0,12,73738.33,6144.860833333333
254,Jason,Martinez,19968.0,3,19111.69,6370.563333333333
255,Nathan,Jordan,153788.0,12,43044.95,3587.0791666666664
256,Barbara,Christian,0.0,0,0.0,0.0
257,Keith,Reid,12062.0,11,67046.73,6095.157272727272
258,Joshua,Petersen,8997.0,2,7458.67,3729.335
259,Cindy,Carter,107378.0,7,47774.2,6824.885714285714
260,Antonio,Barnett,0.0,0,0.0,0.0
261,Joanna,Hamilton,15505.0,5,17179.2,3435.84
262,Eric,Cross,89393.0,3,2412.85,804.2833333333333
263,Amy,Hernandez,77297.0,6,34778.43,5796.405
264,Richard,Fritz,39762.0,6,28659.47,4776.578333333334
265,Adam,Andrews,0.0,0,0.0,0.0
266,Walter,Dodson,0.0,0,0.0,0.0
267,David,Contreras,0.0,0,0.0,0.0
268,Bryan,Maddox,0.0,0,0.0,0.0
269,Richard,Moore,0.0,0,0.0,0.0
270,Joseph,Murray,0.0,0,0.0,0.0
271,Cynthia,Miller,0.0,0,0.0,0.0
272,Dylan,Mcmillan,0.0,0,0.0,0.0
273,Debra,Dawson,0.0,0,0.0,0.0
274,George,Potter,41436.0,13,64463.24,4958.710769230769
275,Aaron,Tate,99721.0,5,24171.84,4834.368
276,Amanda,Peters,0.0,0,0.0,0.0
277,Jeffrey,Robinson,73138.0,3,12486.41,4162.136666666666
278,Craig,Thompson,37578.0,8,26442.97,3305.37125
279,Emily,Brown,12870.0,4,19808.190000000002,4952.047500000001
280,James,Richards,18109.0,1,2290.17,2290.17
281,Ryan,Lewis,137812.0,16,78555.51,4909.719375
282,John,Thompson,46633.0,8,44738.55,5592.31875
283,Karen,Smith,71083.0,3,13814.609999999999,4604.87
284,Andre,Mccall,27335.0,2,15878.01,7939.005
285,Jeffery,Hayden,231783.0,13,67518.84,5193.756923076923
286,Daryl,Johnson,57761.0,3,16924.940000000002,5641.646666666667
287,Susan,Vincent,0.0,0,0.0,0.0
288,David,Sanchez,53926.0,12,44274.64,3689.5533333333333
289,Tracy,Case,0.0,0,0.0,0.0
290,Sean,Fisher,51520.0,3,13475.14,4491.713333333333
291,Maria,Bryant,0.0,0,0.0,0.0
292,Jeremiah,Schwartz,85380.0,8,34525.03,4315.62875
293,Mike,Patel,48341.0,7,31597.030000000002,4513.861428571429
294,Tyler,Watkins,136826.0,11,38270.509999999995,3479.1372727272724
295,Nicholas,Ellis,0.0,0,0.0,0.0
296,Allison,Martin,0.0,0,0.0,0.0
297,Joseph,Thompson,0.0,0,0.0,0.0
298,Ryan,Alvarado,0.0,0,0.0,0.0
299,Jose,Cooke,0.0,0,0.0,0.0
300,Jessica,Simpson,22662.0,4,17268.32,4317.08
301,Alexander,Weber,90558.0,11,31761.82,2887.438181818182
302,Zachary,Roberts,100636.0,9,47621.57,5291.285555555555
303,Paige,Hale,21730.0,7,26917.4,3845.342857142857
304,Kenneth,Montes,135136.0,15,77400.29,5160.019333333333
305,Brandon,Deleon,68236.0,4,27415.510000000002,6853.8775000000005
306,Amy,Lopez,171173.0,19,98919.09,5206.267894736842
307,Robert,Navarro,0.0,0,0.0,0.0
308,Brittany,Armstrong,65758.0,6,43348.55,7224.758333333334
309,Rodney,Klein,119977.0,4,23404.17,5851.0425
310,Margaret,Mooney,0.0,0,0.0,0.0
311,Jack,Frank,0.0,0,0.0,0.0
312,Donald,Salinas,40464.0,4,8060.27,2015.0675
313,Allen,Allen,74454.0,1,7298.62,7298.62
314,Debra,Weiss,18173.0,6,35305.32,5884.22
315,Christopher,Franklin,23771.0,7,37858.98,5408.425714285715
316,Beth,Baker,28830.0,1,2156.37,2156.37
317,Donna,Herrera,61457.0,14,93627.36,6687.668571428571
318,Joseph,Mccarthy,28650.0,5,21084.77,4216.954
319,Victor,Johnson,230997.0,19,107723.36,5669.65052631579
320,Neil,Williams,0.0,0,0.0,0.0
321,Robert,Robinson,87745.0,3,17756.19,5918.73
322,Matthew,Montgomery,54697.0,6,39759.16,6626.526666666668
323,Elizabeth,Benton,154406.0,14,73053.24,5218.088571428571
324,Scott,Frazier,0.0,0,0.0,0.0
325,Michelle,Chen,127612.0,9,41160.85,4573.427777777778
326,Travis,Smith,0.0,0,0.0,0.0
327,Bradley,Gay,35667.0,5,26581.71,5316.342
328,Matthew,Jordan,60630.0,5,14276.720000000001,2855.344
329,Karen,Guerrero,0.0,0,0.0,0.0
330,Kelli,Glover,91209.0,6,29370.309999999998,4895.051666666666
331,Anthony,Kelly,0.0,0,0.0,0.0
332,Kenneth,Hardin,109851.0,4,23823.800000000003,5955.950000000001
333,Daniel,Ford,39130.0,5,19056.42,3811.2839999999997
334,Samuel,Obrien,0.0,0,0.0,0.0
335,Gina,Clark,0.0,0,0.0,0.0
336,Pamela,Allen,0.0,0,0.0,0.0
337,Charles,Dean,0.0,0,0.0,0.0
338,Sharon,Fuller,92719.0,7,40461.09,5780.155714285714
339,Victoria,Johnson,21563.0,4,23710.59,5927.6475
340,Emily,Stanley,0.0,0,0.0,0.0
341,Belinda,Wall,80622.0,12,58544.91,4878.7425
342,Michael,Barrett,89016.0,6,35576.31,5929.384999999999
343,Donald,Weber,83274.0,5,23516.6,4703.32
344,Dominique,Holt,0.0,0,0.0,0.0
345,Kimberly,Alvarado,35642.0,9,53648.03,5960.892222222222
346,Ethan,Santiago,0.0,0,0.0,0.0
347,Jennifer,Wilkins,7858.0,3,7839.47,2613.1566666666668
348,Tiffany,Nelson,96537.0,4,25332.809999999998,6333.202499999999
349,Melanie,Travis,0.0,0,0.0,0.0
350,Katie,Alexander,124940.0,8,40542.93,5067.86625
351,Chad,Mcintyre,246787.0,7,41399.81,5914.2585714285715
352,Bryan,Willis,54188.0,3,14910.42,4970.14
353,Samantha,Long,12153.0,1,5872.31,5872.31
354,James,Tanner,39754.0,3,15523.870000000003,5174.623333333334
355,Walter,Davis,31658.0,5,17094.08,3418.8160000000003
356,Sara,Gonzalez,0.0,0,0.0,0.0
357,Ryan,Pollard,68261.0,3,20877.420000000002,6959.14
358,Tiffany,Harris,0.0,0,0.0,0.0
359,Margaret,Leonard,35583.0,6,20490.5,3415.0833333333335
360,Jennifer,Reed,167286.0,7,34582.92,4940.417142857143
361,Kimberly,Downs,76223.0,4,24059.6,6014.9
362,Rebecca,Gallagher,89364.0,8,32913.38,4114.1725
363,Elizabeth,Rosales,0.0,0,0.0,0.0
364,Jessica,Edwards,15911.0,3,16955.98,5651.993333333333
365,Catherine,Nelson,0.0,0,0.0,0.0
366,Connie,Green,0.0,0,0.0,0.0
367,James,Robertson,64837.0,6,16234.62,2705.77
368,Shannon,Singh,0.0,0,0.0,0.0
369,Arthur,Scott,96854.0,5,26450.769999999997,5290.1539999999995
370,Donald,Terrell,8420.0,6,32724.05,5454.008333333333
371,Heather,Long,12633.0,1,1929.06,1929.06
372,Steven,Davila,0.0,0,0.0,0.0
373,Alexander,Gibbs,213631.0,10,37167.159999999996,3716.7159999999994
374,Julia,Ferguson,0.0,0,0.0,0.0
375,Corey,Henry,92080.0,5,25289.04,5057.808
376,Danny,Carrillo,44384.0,10,60585.39,6058.539
377,Daniel,Mckinney,57169.0,3,16959.39,5653.13
378,Felicia,Brown,179445.0,10,45115.88,4511.588
379,William,Warner,156483.0,14,71617.82,5115.558571428572
380,Linda,Sosa,31739.0,6,27168.44,4528.073333333333
381,Julie,Cruz,13226.0,6,35409.990000000005,5901.665000000001
382,Phillip,Ross,0.0,0,0.0,0.0
383,Timothy,Bryant,0.0,0,0.0,0.0
384,Mark,Scott,0.0,0,0.0,0.0
385,Michelle,Mullins,16930.0,7,29623.72,4231.96
386,Susan,Simmons,61412.0,4,21168.87,5292.2175
387,Erika,Barnes,0.0,0,0.0,0.0
388,Deborah,Murphy,0.0,0,0.0,0.0
389,Kristina,Thomas,92775.0,4,24702.36,6175.59
390,Destiny,Pollard,0.0,0,0.0,0.0
391,Duane,Mclaughlin,0.0,0,0.0,0.0
392,Jennifer,Wood,76991.0,4,20386.75,5096.6875
393,Dana,Mccoy,46152.0,4,14622.73,3655.6825
394,Benjamin,Anderson,19448.0,8,50874.42,6359.3025
395,Keith,Houston,132767.0,3,20547.02,6849.006666666667
396,James,Petersen,0.0,0,0.0,0.0
397,Daniel,King,93214.0,5,30156.82,6031.364
398,Miguel,Malone,64849.0,8,33491.72,4186.465
399,Jennifer,Cowan,98274.0,10,68520.69,6852.069
400,Natasha,Perez,70939.0,5,19309.85,3861.97
401,Nicole,Joseph,61777.0,3,13342.619999999999,4447.54
402,John,Wagner,91383.0,6,34768.29,5794.715
403,Hannah,Taylor,7764.0,5,20117.22,4023.4440000000004
404,Stephen,Hudson,91011.0,5,26793.629999999997,5358.726
405,Matthew,Williams,0.0,0,0.0,0.0
406,Meredith,Diaz,94368.0,5,24604.140000000003,4920.828
407,Brandon,Smith,117377.0,4,18970.91,4742.7275
408,Thomas,Williams,73328.0,2,12428.1,6214.05
409,Tracy,Walker,4711.0,7,21062.65,3008.9500000000003
410,Jerome,Parks,95920.0,2,18725.18,9362.59
411,Dustin,Luna,148035.0,13,71284.33,5483.41
412,Audrey,Dillon,126468.0,13,64396.31,4953.5623076923075
413,Matthew,Davis,36352.0,7,39979.33,5711.332857142857
414,Jennifer,Young,0.0,0,0.0,0.0
415,Mark,Sampson,0.0,0,0.0,0.0
416,Chad,Short,53293.0,4,9777.68,2444.42
417,Brandi,Morrison,233513.0,14,58883.47,4205.962142857143
418,Christopher,Morales,77464.0,4,28623.38,7155.845
419,Alexandra,Bartlett,112153.0,11,35082.86,3189.350909090909
420,Jessica,Johnson,38543.0,3,7330.87,2443.6233333333334
421,Jared,Francis,98992.0,2,9456.46,4728.23
422,Steve,Schmidt,68895.0,6,19542.0,3257.0
423,George,Ward,0.0,0,0.0,0.0
424,Gary,Schmidt,0.0,0,0.0,0.0
425,Kathleen,Thomas,68010.0,2,14915.72,7457.86
426,Nicole,Price,159214.0,9,52223.43,5802.6033333333335
427,Shane,Ellis,0.0,0,0.0,0.0
428,Karen,Bishop,0.0,0,0.0,0.0
429,Daniel,Berry,138347.0,9,51249.18,5694.3533333333335
430,Elizabeth,Cox,0.0,0,0.0,0.0
431,Brian,Powers,0.0,0,0.0,0.0
432,Summer,Villanueva,0.0,0,0.0,0.0
433,Chelsea,Collier,144172.0,7,51378.6,7339.8
434,Justin,Spencer,58328.0,3,12726.78,4242.26
435,Dawn,Marks,0.0,0,0.0,0.0
436,Amanda,Owen,111941.0,5,26793.85,5358.7699999999995
437,Alison,Martin,112763.0,13,69341.04,5333.926153846153
438,Mark,Hunter,128384.0,11,57377.11,5216.100909090909
439,Jerry,Wilson,5548.0,5,15421.57,3084.314
440,Victoria,Acosta,37760.0,0,0.0,0.0
441,Michael,Davis,0.0,0,0.0,0.0
442,Paula,Garcia,151753.0,9,41439.32,4604.368888888889
443,Robert,Burnett,56315.0,6,27916.440000000002,4652.740000000001
444,Teresa,Miller,0.0,0,0.0,0.0
445,Michelle,Watson,113794.0,6,16870.18,2811.6966666666667
446,Vincent,White,74937.0,10,50084.88,5008.487999999999
447,John,Mitchell,114608.0,5,30192.09,6038.418
448,Matthew,Baker,0.0,0,0.0,0.0
449,Samantha,Dean,0.0,0,0.0,0.0
450,Dylan,Vasquez,0.0,0,0.0,0.0
451,Philip,Rogers,0.0,0,0.0,0.0
452,Rodney,Mason,126857.0,8,55415.380000000005,6926.922500000001
453,Christine,Williams,0.0,0,0.0,0.0
454,Marc,Andrews,79076.0,6,25830.06,4305.01
455,Heather,Jones,95350.0,12,48131.66,4010.971666666667
456,Stacy,Melendez,0.0,0,0.0,0.0
457,Ashley,Hoffman,0.0,0,0.0,0.0
458,Brent,Johnson,82796.0,3,18669.72,6223.240000000001
459,Ivan,Donaldson,25080.0,2,12354.27,6177.135
460,Diana,Odonnell,0.0,0,0.0,0.0
461,Madeline,Hendrix,55451.0,5,17265.46,3453.0919999999996
462,Elizabeth,Leblanc,16542.0,4,25161.23,6290.3075
463,Monica,Johnson,93560.0,2,2629.56,1314.78
464,Kenneth,Woodward,117440.0,9,36185.32,4020.591111111111
465,Amanda,Garcia,19334.0,2,12324.179999999998,6162.089999999999
466,Amanda,Sanchez,0.0,0,0.0,0.0
467,Madison,Fernandez,148776.0,5,20909.34,4181.868
468,Robert,Montgomery,116216.0,4,33149.880000000005,8287.470000000001
469,Gregory,Richardson,100481.0,5,28378.420000000002,5675.684
470,Angelica,Griffin,55866.0,2,12818.050000000001,6409.025000000001
471,Melody,Miller,0.0,0,0.0,0.0
472,Michael,Davis,36379.0,4,13948.04,3487.01
473,Brittney,Leach,79108.0,8,30494.31,3811.78875
474,Daniel,Hansen,0.0,0,0.0,0.0
475,Mercedes,Pitts,0.0,0,0.0,0.0
476,John,Bailey,118180.0,9,34827.2,3869.6888888888884
477,Robin,Henderson,0.0,0,0.0,0.0
478,Nicholas,Flynn,50839.0,2,8053.5599999999995,4026.7799999999997
479,Kathleen,Montoya,0.0,0,0.0,0.0
480,Dale,Thomas,0.0,0,0.0,0.0
481,Jeffrey,Sanchez,51750.0,6,28343.25,4723.875
482,Shane,Horn,0.0,0,0.0,0.0
483,Melissa,Roach,0.0,0,0.0,0.0
484,Veronica,Williams,63214.0,17,88646.15,5214.479411764705
485,Angela,Gordon,34755.0,8,32046.629999999997,4005.8287499999997
486,Charles,Franklin,21513.0,6,34995.869999999995,5832.6449999999995
487,John,Gray,0.0,0,0.0,0.0
488,Cynthia,Phillips,112185.0,9,49334.24,5481.582222222222
